,open_BTC,high_BTC,low_BTC,close_BTC,volume_BTC,price_treasury,open_treasury,high_treasury,low_treasury,change%_treasury,price_oil,open_oil,high_oil,low_oil,volume_oil,chnage%_oil,price_S&P,open_S&P,high_S&P,low_S&P,volume_S&P,change%_S&P,price_gold,open_gold,high_gold,low_gold,volume_gold,change%_gold
2021-06-17,38351.0,39554.98,37365.63,38095.17,15970.35031651,1.511,1.587,1.594,1.472,-4.41%,71.04,71.65,72.3,69.77,373.78K,-1.54%,"4,221.86","4,220.37","4,232.29","4,196.05",-,-0.04%,"1,774.80","1,812.30","1,826.40","1,767.90",385.89K,-4.65%
2021-06-18,38103.94,38216.22,35153.16,35841.81,23472.37724375,1.443,1.516,1.524,1.438,-4.48%,71.64,71.1,72.17,70.16,139.58K,0.84%,"4,166.45","4,204.78","4,204.78","4,164.40",-,-1.31%,"1,769.00","1,773.90","1,797.90","1,761.20",264.61K,-0.33%
2021-06-21,35585.79,35741.54,31259.0,31609.82,41304.39903519,1.497,1.44,1.497,1.354,3.86%,73.66,71.52,73.96,71.15,123.66K,2.82%,"4,224.79","4,173.40","4,226.24","4,173.40",-,1.40%,"1,782.90","1,764.30","1,786.90","1,764.10",195.52K,0.79%
2021-06-22,31609.82,33352.0,28800.0,32538.37,48409.17333487,1.467,1.494,1.509,1.462,-2.04%,73.06,73.41,73.95,72.94,29.00K,-0.81%,"4,246.44","4,224.61","4,255.84","4,217.27",-,0.51%,"1,777.40","1,783.20","1,790.10","1,771.20",172.75K,-0.31%
2021-06-23,32538.9,34881.02,31708.03,33688.35,23124.81248294,1.485,1.468,1.499,1.458,1.27%,73.08,72.91,74.25,72.82,429.21K,0.03%,"4,241.84","4,249.27","4,256.60","4,241.43",-,-0.11%,"1,783.40","1,779.10","1,795.60","1,773.10",179.27K,0.34%
2021-06-24,33688.51,35295.67,32300.0,34654.58,16868.94084747,1.499,1.485,1.505,1.477,0.91%,73.3,73.28,73.61,72.32,334.83K,0.30%,"4,266.49","4,256.97","4,271.28","4,256.97",-,0.58%,"1,776.70","1,778.20","1,788.60","1,772.70",152.23K,-0.38%
2021-06-25,34654.87,35500.0,31300.0,31594.63,26505.19266978,1.524,1.494,1.544,1.478,1.69%,74.05,73.32,74.18,72.85,364.72K,1.02%,"4,280.70","4,274.45","4,286.12","4,271.16",-,0.33%,"1,777.80","1,775.70","1,791.00","1,773.60",161.20K,0.06%
2021-06-28,34708.53,35301.43,33864.99,34493.22,14920.2647883,1.482,1.528,1.534,1.471,-3.00%,72.91,73.99,74.45,72.62,354.70K,-1.54%,"4,290.61","4,284.90","4,292.14","4,274.67",-,0.23%,"1,780.70","1,782.00","1,786.10","1,770.40",160.79K,0.16%
2021-06-29,34493.22,36675.0,34233.35,35904.28,17917.59826258,1.475,1.483,1.51,1.471,-0.46%,72.98,72.78,73.81,71.97,321.45K,0.10%,"4,291.80","4,293.21","4,300.52","4,287.04",-,0.03%,"1,763.60","1,778.80","1,779.20","1,750.10",239.91K,-0.96%
2021-06-30,35906.17,36094.42,34033.0,35060.0,16700.72309396,1.468,1.477,1.485,1.438,-0.46%,73.47,73.47,74.14,72.82,383.63K,0.67%,"4,297.50","4,290.65","4,302.43","4,287.96",-,0.13%,"1,771.60","1,761.90","1,774.70","1,753.20",177.89K,0.45%
2021-07-01,35060.0,35066.54,32703.48,33516.11,13210.9509733,1.459,1.47,1.485,1.454,-0.58%,75.23,73.5,76.22,73.39,615.68K,2.40%,"4,319.94","4,300.73","4,320.66","4,300.73",-,0.52%,"1,776.80","1,770.80","1,783.40","1,765.90",171.44K,0.29%
2021-07-02,33510.93,33972.06,32704.73,33805.02,11765.65389836,1.431,1.468,1.471,1.426,-1.98%,75.16,75.02,75.62,74.41,377.53K,-0.09%,"4,352.34","4,326.60","4,355.43","4,326.60",-,0.75%,"1,783.30","1,777.50","1,795.90","1,774.40",205.86K,0.37%
2021-07-06,33697.78,35100.0,33300.0,34225.73,10313.01368118,1.352,1.439,1.449,1.348,-5.86%,73.37,75.35,76.98,72.94,714.04K,-3.78%,"4,343.54","4,356.46","4,356.46","4,314.37",-,-0.20%,"1,794.20","1,787.50","1,815.70","1,784.70",276.60K,0.16%
2021-07-07,34225.72,35077.46,33770.01,33878.56,9404.8979867,1.323,1.357,1.368,1.296,-2.12%,72.2,73.85,74.86,71.07,607.97K,-1.59%,"4,358.13","4,351.01","4,361.88","4,329.79",-,0.34%,"1,802.10","1,797.00","1,810.20","1,794.10",171.08K,0.44%
2021-07-08,33879.5,33934.62,32111.0,32875.95,14147.3525248,1.294,1.32,1.321,1.25,-2.15%,72.94,72.17,73.26,70.76,529.69K,1.02%,"4,320.82","4,321.07","4,330.88","4,289.37",-,-0.86%,"1,800.20","1,803.80","1,819.50","1,793.50",249.34K,-0.11%
2021-07-09,32875.95,34100.0,32255.24,33824.26,8320.90649257,1.361,1.306,1.363,1.306,5.15%,74.56,73.26,74.76,72.72,422.15K,2.22%,"4,369.55","4,329.38","4,371.60","4,329.38",-,1.13%,"1,810.60","1,803.20","1,813.00","1,796.60",185.58K,0.58%
2021-07-12,34259.22,34670.0,32665.0,33091.1,10145.24046995,1.368,1.361,1.376,1.326,0.36%,74.1,74.74,74.93,73.16,397.93K,-0.62%,"4,384.63","4,372.41","4,386.68","4,364.03",-,0.35%,"1,805.90","1,808.50","1,811.00","1,791.00",201.42K,-0.26%
2021-07-13,33077.43,33337.61,32201.12,32734.14,9478.04218884,1.418,1.366,1.422,1.343,3.69%,75.25,74.18,75.52,73.68,444.08K,1.55%,"4,369.21","4,381.07","4,392.37","4,366.92",-,-0.35%,"1,809.90","1,806.70","1,818.00","1,798.70",242.18K,0.22%
2021-07-14,32734.14,33125.55,31600.0,32816.39,10355.3186961,1.349,1.415,1.423,1.347,-4.87%,73.13,75.17,75.44,72.21,528.36K,-2.82%,"4,374.30","4,380.11","4,393.68","4,362.36",-,0.12%,"1,825.00","1,808.30","1,831.10","1,804.90",229.88K,0.83%
2021-07-15,32815.75,33187.6,31064.77,31868.68,11273.61174025,1.301,1.346,1.349,1.292,-3.60%,71.65,72.96,72.96,71.4,368.68K,-2.02%,"4,360.03","4,369.02","4,369.02","4,340.70",-,-0.33%,"1,829.00","1,828.70","1,835.00","1,820.60",175.61K,0.22%
2021-07-16,31872.49,32259.16,31025.42,31388.06,10006.47793721,1.3,1.302,1.336,1.292,0.00%,71.81,71.48,72.3,70.41,133.93K,0.22%,"4,327.16","4,367.43","4,375.09","4,322.53",-,-0.75%,"1,815.00","1,830.70","1,832.70","1,809.50",184.66K,-0.77%
2021-07-19,31786.37,31887.82,30429.99,30842.03,11027.00528966,1.199,1.27,1.29,1.174,-5.51%,66.42,71.49,71.67,65.63,82.57K,-7.51%,"4,258.63","4,296.40","4,296.40","4,233.13",-,-1.58%,"1,809.20","1,811.60","1,818.00","1,795.00",249.68K,-0.32%
2021-07-20,30842.04,31052.65,29301.56,29796.16,18114.15286104,1.222,1.209,1.225,1.128,1.93%,67.42,66.6,67.65,65.21,29.74K,1.51%,"4,323.21","4,265.11","4,336.84","4,262.05",-,1.52%,"1,811.40","1,813.50","1,825.90","1,805.20",221.14K,0.12%
2021-07-21,29796.15,32825.0,29501.02,32135.19,15598.47830878,1.292,1.227,1.303,1.194,5.72%,70.3,66.45,70.51,66.44,503.03K,4.27%,"4,358.69","4,331.13","4,359.70","4,331.13",-,0.82%,"1,803.40","1,810.60","1,814.40","1,794.30",218.64K,-0.44%
2021-07-22,32152.68,32611.84,31729.68,32287.74,7704.6404628,1.277,1.288,1.317,1.233,-1.17%,71.91,70.22,72.03,69.86,435.18K,2.29%,"4,367.48","4,361.27","4,369.31","4,350.06",-,0.20%,"1,805.40","1,803.90","1,808.40","1,791.90",193.32K,0.11%
2021-07-23,32287.75,33647.27,32000.0,33647.26,9004.84262627,1.281,1.268,1.311,1.268,0.37%,72.07,71.71,72.21,71.39,274.78K,0.22%,"4,411.80","4,381.20","4,415.18","4,381.20",-,1.01%,"1,801.80","1,807.70","1,810.70","1,789.10",236.76K,-0.20%
2021-07-26,35428.25,40593.93,35251.54,37262.77,40354.54555841,1.295,1.283,1.296,1.221,0.90%,71.91,72.18,72.43,70.56,395.74K,-0.22%,"4,422.23","4,409.58","4,422.73","4,405.45",-,0.24%,"1,799.20","1,802.30","1,812.00","1,796.00",204.55K,-0.14%
2021-07-27,37262.76,39550.0,36413.26,39470.48,24709.10440908,1.239,1.29,1.29,1.229,-4.26%,71.65,72.22,72.33,71.08,333.12K,-0.36%,"4,401.46","4,416.38","4,416.38","4,372.51",-,-0.47%,"1,804.00","1,801.50","1,809.50","1,796.90",77.69K,0.27%
2021-07-28,39475.99,40925.56,38803.34,40035.1,27198.33358111,1.238,1.243,1.278,1.226,-0.14%,72.39,71.9,72.6,71.7,318.91K,1.03%,"4,400.65","4,402.95","4,415.47","4,387.01",-,-0.02%,"1,804.60","1,802.40","1,813.90","1,795.60",198.60K,0.03%
2021-07-29,40035.1,40644.85,39229.47,40039.44,11022.42512817,1.266,1.239,1.284,1.231,2.28%,73.62,72.4,73.68,72.26,294.46K,1.70%,"4,419.15","4,403.59","4,429.97","4,403.59",-,0.42%,"1,835.80","1,811.50","1,837.50","1,810.90",212.07K,1.73%
2021-07-30,40039.44,42320.57,38342.0,42237.95,15063.2344059,1.226,1.263,1.264,1.224,-3.18%,73.95,73.41,74.23,72.93,303.70K,0.45%,"4,395.26","4,395.12","4,412.25","4,389.65",-,-0.54%,"1,817.20","1,832.50","1,835.50","1,813.10",157.14K,-1.01%
2021-08-02,39859.18,40459.68,38690.0,39149.59,12379.41216528,1.179,1.237,1.245,1.151,-3.81%,71.26,73.91,73.95,70.55,448.20K,-3.64%,"4,387.11","4,406.86","4,422.18","4,384.81",-,-0.19%,"1,822.20","1,817.00","1,823.20","1,808.20",159.76K,0.28%
2021-08-03,39149.59,39785.3,37627.21,38191.44,15094.81739624,1.174,1.181,1.2,1.154,-0.43%,70.56,71.52,71.96,69.19,509.94K,-0.98%,"4,423.15","4,392.74","4,423.79","4,373.00",-,0.82%,"1,814.10","1,816.80","1,818.20","1,809.50",103.45K,-0.44%
2021-08-04,38189.4,39965.1,37509.0,39722.41,15327.67624669,1.18,1.177,1.215,1.127,0.56%,68.15,70.32,70.81,67.85,582.92K,-3.42%,"4,402.68","4,415.95","4,416.17","4,400.23",-,-0.46%,"1,814.50","1,813.70","1,835.90","1,808.30",244.68K,0.02%
2021-08-05,39718.9,41447.89,37300.0,40888.74,28507.85532682,1.225,1.19,1.229,1.169,3.80%,69.09,68.06,69.35,67.61,416.33K,1.38%,"4,429.10","4,408.86","4,429.76","4,408.86",-,0.60%,"1,808.90","1,814.90","1,817.90","1,799.70",169.84K,-0.31%
2021-08-06,40888.73,43399.26,39876.74,42869.58,20425.1145444,1.305,1.227,1.305,1.225,6.54%,68.28,69.14,70.18,67.8,537.14K,-1.17%,"4,436.52","4,429.07","4,440.82","4,429.07",-,0.17%,"1,763.10","1,806.70","1,807.00","1,759.50",323.15K,-2.53%
2021-08-09,43829.15,46497.42,42821.3,46285.48,19464.72493503,1.325,1.297,1.331,1.268,1.54%,66.48,67.88,67.9,65.15,598.38K,-2.64%,"4,432.35","4,437.77","4,439.39","4,424.74",-,-0.09%,"1,726.50","1,765.00","1,765.70","1,677.90",289.54K,-2.08%
2021-08-10,46280.0,46718.44,44650.27,45595.66,13756.50066875,1.354,1.322,1.357,1.307,2.17%,68.29,66.85,68.9,66.56,452.13K,2.72%,"4,436.75","4,435.79","4,445.21","4,430.03",-,0.10%,"1,731.70","1,732.00","1,739.40","1,718.50",182.56K,0.30%
2021-08-11,45601.82,46781.09,45350.74,45553.49,11628.32043954,1.335,1.357,1.378,1.302,-1.38%,69.25,68.51,69.45,66.67,513.29K,1.41%,"4,447.70","4,442.18","4,449.44","4,436.42",-,0.25%,"1,753.30","1,730.40","1,756.70","1,724.60",185.44K,1.25%
2021-08-12,45553.1,46223.95,43714.36,44422.14,13169.78176994,1.361,1.345,1.379,1.334,1.89%,69.09,69.36,69.62,68.46,352.47K,-0.23%,"4,460.84","4,446.08","4,461.77","4,435.96",-,0.30%,"1,751.80","1,752.90","1,759.60","1,742.60",137.12K,-0.09%
2021-08-13,44422.15,47953.9,44249.64,47833.64,11794.94196257,1.283,1.357,1.364,1.28,-5.68%,68.44,68.91,69.22,67.77,272.03K,-0.94%,"4,468.00","4,464.84","4,468.37","4,460.82",-,0.16%,"1,778.20","1,754.40","1,781.90","1,753.00",144.81K,1.51%
2021-08-16,47014.38,48076.52,45676.91,45902.46,10467.66031475,1.268,1.285,1.285,1.223,-1.17%,67.29,67.71,68.27,65.73,334.84K,-1.68%,"4,479.66","4,461.65","4,480.26","4,437.66",-,0.26%,"1,789.80","1,780.90","1,791.30","1,772.00",137.70K,0.65%
2021-08-17,45903.22,47174.62,44405.39,44671.58,12756.14777945,1.267,1.263,1.273,1.217,-0.13%,66.59,67.43,67.72,66.33,235.30K,-1.04%,"4,448.08","4,462.12","4,462.12","4,417.83",-,-0.70%,"1,787.80","1,789.10","1,797.60","1,782.10",144.82K,-0.11%
2021-08-18,44675.34,46035.27,44216.47,44707.98,10327.49887365,1.26,1.26,1.3,1.255,-0.53%,65.46,66.58,67.48,64.34,121.20K,-1.70%,"4,400.27","4,440.94","4,454.32","4,397.59",-,-1.07%,"1,784.40","1,787.80","1,795.70","1,778.80",132.73K,-0.19%
2021-08-19,44709.1,47088.08,43955.0,46765.87,11938.12185013,1.243,1.263,1.267,1.22,-1.33%,63.69,64.58,64.76,62.63,88.24K,-2.70%,"4,405.80","4,382.44","4,418.61","4,367.73",-,0.13%,"1,783.10","1,789.50","1,795.00","1,774.60",151.25K,-0.07%
2021-08-20,46769.02,49400.0,46644.95,49342.4,13184.67048641,1.255,1.243,1.267,1.227,0.94%,62.32,64.05,64.1,62.11,24.63K,-2.15%,"4,441.67","4,410.56","4,444.35","4,406.80",-,0.81%,"1,784.00","1,782.80","1,791.00","1,780.00",107.97K,0.05%
2021-08-23,49284.38,50505.0,49012.84,49506.5,10824.26838095,1.253,1.26,1.283,1.252,-0.53%,65.64,61.96,66.0,61.74,397.29K,5.33%,"4,479.54","4,450.29","4,489.88","4,450.29",-,0.85%,"1,806.30","1,781.20","1,809.10","1,778.00",156.32K,1.25%
2021-08-24,49504.53,49875.9,47600.0,47682.45,12068.33823315,1.297,1.257,1.299,1.257,3.48%,67.54,65.54,67.8,65.41,335.89K,2.89%,"4,486.23","4,484.40","4,492.81","4,482.28",-,0.15%,"1,808.50","1,807.60","1,812.20","1,802.60",114.79K,0.12%
2021-08-25,47682.45,49277.0,47122.02,48987.33,9289.23177109,1.349,1.295,1.352,1.283,4.02%,68.36,67.63,68.54,66.92,353.74K,1.21%,"4,496.19","4,490.45","4,501.71","4,485.66",-,0.22%,"1,791.00","1,805.10","1,805.30","1,784.00",163.46K,-0.97%
2021-08-26,48991.57,49365.1,46315.48,46851.47,11651.34373853,1.354,1.344,1.375,1.332,0.38%,67.42,68.0,68.31,67.02,344.29K,-1.38%,"4,469.91","4,493.75","4,495.90","4,468.99",-,-0.58%,"1,795.20","1,793.00","1,800.40","1,781.30",134.53K,0.23%
2021-08-27,46851.47,49185.12,46361.01,49077.57,8924.12247655,1.31,1.347,1.359,1.3,-3.23%,68.74,67.75,69.05,67.52,326.06K,1.96%,"4,509.37","4,474.10","4,513.33","4,474.10",-,0.88%,"1,819.50","1,795.20","1,821.90","1,785.20",203.64K,1.35%
2021-08-30,48802.58,48906.51,46866.0,46993.71,12249.23741495,1.28,1.307,1.316,1.278,-2.18%,69.21,69.3,69.64,67.67,360.80K,0.68%,"4,528.79","4,513.76","4,537.36","4,513.76",-,0.43%,"1,812.20","1,821.60","1,826.50","1,810.00",104.88K,-0.40%
2021-08-31,46996.8,48259.68,46708.93,47112.5,12919.43970212,1.307,1.28,1.316,1.27,2.10%,68.5,69.18,69.34,68.16,325.85K,-1.03%,"4,522.68","4,529.75","4,531.39","4,515.80",-,-0.13%,"1,818.10","1,812.20","1,821.90","1,803.40",170.39K,0.33%
2021-09-01,47110.33,49125.0,46537.62,48839.86,13010.83839478,1.299,1.317,1.334,1.283,-0.64%,68.59,68.55,69.24,67.12,399.50K,0.13%,"4,524.09","4,528.80","4,537.11","4,522.02",-,0.03%,"1,816.00","1,816.70","1,822.70","1,810.60",140.12K,-0.12%
2021-09-02,48834.27,50392.19,48620.73,49279.37,14120.3826407,1.285,1.304,1.305,1.283,-1.04%,69.99,68.29,70.61,67.84,403.31K,2.04%,"4,536.95","4,534.48","4,545.85","4,524.66",-,0.28%,"1,811.50","1,816.20","1,819.60","1,806.50",113.03K,-0.25%
2021-09-03,49279.38,51064.44,48349.66,50025.0,14577.22621879,1.326,1.292,1.336,1.267,3.15%,69.29,69.76,70.53,69.05,313.09K,-1.00%,"4,535.43","4,532.42","4,541.45","4,521.30",-,-0.03%,"1,833.70","1,811.50","1,836.90","1,810.90",184.98K,1.23%
2021-09-07,52698.8,52944.96,42830.77,46894.5,29022.815351,1.377,1.336,1.385,1.336,3.05%,68.35,69.11,69.48,67.64,481.70K,-0.65%,"4,520.03","4,535.38","4,535.38","4,513.00",-,-0.34%,"1,798.50","1,833.50","1,833.50","1,793.70",252.48K,-1.49%
2021-09-08,46894.49,47381.47,44423.49,46060.36,19624.55093117,1.336,1.368,1.377,1.327,-2.96%,69.3,68.37,69.75,68.31,389.33K,1.39%,"4,514.07","4,518.09","4,521.79","4,493.95",-,-0.13%,"1,793.50","1,796.10","1,804.40","1,783.10",161.26K,-0.28%
2021-09-09,46059.94,47400.0,45511.82,46400.0,13594.64633403,1.297,1.338,1.346,1.287,-2.90%,68.14,69.36,69.89,67.56,556.45K,-1.67%,"4,493.28","4,513.02","4,529.90","4,492.07",-,-0.46%,"1,800.00","1,790.90","1,803.40","1,785.10",154.13K,0.36%
2021-09-10,46396.26,47040.76,44140.48,44851.45,14905.54795341,1.343,1.304,1.355,1.3,3.52%,69.72,67.97,69.96,67.68,411.08K,2.32%,"4,458.58","4,506.92","4,520.47","4,457.66",-,-0.77%,"1,792.10","1,796.20","1,806.00","1,788.20",136.25K,-0.44%
2021-09-13,46027.8,46900.0,43465.0,44947.72,15015.30289712,1.326,1.343,1.35,1.316,-1.13%,70.45,69.74,70.97,69.51,390.94K,1.05%,"4,468.73","4,474.81","4,492.99","4,445.70",-,0.23%,"1,794.40","1,789.80","1,800.20","1,784.40",114.31K,0.13%
2021-09-14,44953.23,47274.92,44679.92,47127.22,12644.16435358,1.284,1.326,1.35,1.263,-3.19%,70.46,70.64,71.22,69.98,414.23K,0.01%,"4,443.05","4,479.33","4,485.68","4,435.46",-,-0.57%,"1,807.10","1,794.80","1,810.60","1,780.60",197.95K,0.71%
2021-09-15,47127.81,48475.0,46705.0,48148.12,12139.84206628,1.304,1.287,1.321,1.26,1.58%,72.61,70.76,73.14,70.65,418.67K,3.05%,"4,480.70","4,447.49","4,486.87","4,438.37",-,0.85%,"1,794.80","1,806.60","1,808.50","1,791.70",139.30K,-0.68%
2021-09-16,48144.03,48499.99,47020.82,47753.16,11739.27966629,1.336,1.304,1.351,1.294,2.47%,72.61,72.65,72.99,71.53,298.41K,0.00%,"4,473.76","4,477.09","4,485.87","4,443.80",-,-0.15%,"1,756.70","1,795.50","1,797.30","1,745.50",255.27K,-2.12%
2021-09-17,47753.15,48176.64,46752.67,47303.5,9088.56956453,1.363,1.339,1.385,1.326,2.04%,71.97,72.62,72.72,71.21,119.93K,-0.88%,"4,432.99","4,469.74","4,471.52","4,427.76",-,-0.91%,"1,751.40","1,754.60","1,767.80","1,747.10",183.25K,-0.30%
2021-09-20,47253.71,47358.92,42500.0,43012.97,27706.67636162,1.312,1.362,1.372,1.297,-3.73%,70.29,71.92,72.08,69.86,75.84K,-2.33%,"4,357.73","4,402.95","4,402.95","4,305.91",-,-1.70%,"1,763.80","1,754.20","1,768.40","1,742.30",152.45K,0.71%
2021-09-21,43007.69,43639.88,39600.0,40719.6,27275.33818249,1.328,1.311,1.346,1.304,1.17%,70.56,70.59,71.63,69.67,37.61K,0.38%,"4,354.18","4,374.45","4,394.87","4,347.96",-,-0.08%,"1,778.20","1,765.50","1,782.80","1,758.30",141.62K,0.82%
2021-09-22,40736.81,44035.44,40570.42,43575.1,19462.53865157,1.304,1.316,1.345,1.296,-1.79%,72.23,70.85,72.3,70.64,381.06K,2.37%,"4,395.64","4,367.43","4,416.75","4,367.43",-,0.95%,"1,778.80","1,775.00","1,788.40","1,764.60",172.35K,0.03%
2021-09-23,43575.19,45000.0,43096.73,44897.59,13446.87468684,1.435,1.309,1.437,1.309,10.07%,73.3,71.97,73.5,71.61,403.41K,1.48%,"4,448.98","4,406.75","4,465.40","4,406.75",-,1.21%,"1,749.80","1,769.20","1,777.10","1,737.50",225.46K,-1.63%
2021-09-24,44896.55,45200.0,40683.29,42848.92,22451.57711462,1.453,1.428,1.466,1.405,1.21%,73.98,73.24,74.27,72.81,350.38K,0.93%,"4,455.48","4,438.04","4,463.12","4,430.27",-,0.15%,"1,751.70","1,743.70","1,758.00","1,740.20",151.55K,0.11%
2021-09-27,43172.17,44366.96,42111.0,42171.76,10094.77099806,1.491,1.465,1.516,1.442,1.78%,75.45,74.19,75.75,74.16,417.83K,1.99%,"4,443.11","4,442.12","4,457.30","4,436.19",-,-0.28%,"1,752.00","1,751.80","1,760.90","1,744.70",137.57K,0.02%
2021-09-28,42166.31,42780.0,40897.7,41026.07,10491.81363045,1.546,1.484,1.567,1.475,3.72%,75.29,75.43,76.67,74.24,476.14K,-0.21%,"4,352.63","4,419.54","4,419.54","4,346.33",-,-2.04%,"1,737.50","1,750.00","1,754.30","1,727.80",215.84K,-0.83%
2021-09-29,41030.19,42638.99,40750.12,41522.16,10303.30152312,1.524,1.55,1.56,1.494,-1.46%,74.83,74.38,75.79,73.74,424.19K,-0.61%,"4,359.46","4,362.41","4,385.57","4,355.08",-,0.16%,"1,722.90","1,734.00","1,746.00","1,721.10",177.39K,-0.84%
2021-09-30,41519.11,44110.17,41409.67,43824.43,12835.9838101,1.492,1.51,1.557,1.484,-2.04%,75.03,74.78,76.07,73.14,583.19K,0.27%,"4,307.54","4,370.67","4,382.55","4,306.24",-,-1.19%,"1,757.00","1,726.00","1,765.00","1,721.80",246.37K,1.98%
2021-10-01,43828.89,48500.0,43287.44,48165.76,20095.33155568,1.465,1.501,1.51,1.462,-1.84%,75.88,75.12,75.99,74.23,389.00K,1.13%,"4,357.05","4,317.16","4,375.19","4,288.52",-,1.15%,"1,758.40","1,757.20","1,765.20","1,749.90",151.20K,0.08%
2021-10-04,48233.99,49505.0,46916.7,49245.54,13938.64182971,1.481,1.46,1.508,1.453,1.42%,77.62,75.9,78.38,75.32,458.01K,2.29%,"4,300.46","4,348.84","4,355.51","4,278.94",-,-1.30%,"1,767.60","1,762.60","1,771.50","1,747.70",166.18K,0.52%
2021-10-05,49244.13,51906.23,49057.18,51493.99,17828.59726658,1.528,1.486,1.54,1.472,3.17%,78.93,78.86,80.11,78.63,449.62K,1.69%,"4,345.72","4,309.87","4,369.23","4,309.87",-,1.05%,"1,760.90","1,770.80","1,771.10","1,748.60",151.42K,-0.38%
2021-10-06,51499.77,55757.11,50416.01,55339.48,25869.64925998,1.528,1.536,1.573,1.508,0.00%,77.43,79.04,79.78,76.83,459.06K,-1.90%,"4,363.55","4,319.57","4,365.57","4,290.49",-,0.41%,"1,761.80","1,760.50","1,765.90","1,745.40",159.22K,0.05%
2021-10-07,55346.95,55356.85,53379.0,53797.82,15820.83417633,1.576,1.531,1.58,1.512,3.19%,78.3,77.0,78.89,74.96,545.01K,1.12%,"4,399.76","4,383.73","4,429.97","4,383.73",-,0.83%,"1,759.20","1,763.80","1,767.70","1,752.00",146.41K,-0.15%
2021-10-08,53805.46,56113.0,53634.41,53963.82,12416.9019906,1.612,1.585,1.617,1.558,2.25%,79.35,78.86,80.11,78.63,662.01K,1.34%,"4,391.36","4,406.51","4,412.02","4,386.22",-,-0.19%,"1,757.40","1,757.00","1,782.40","1,753.60",240.37K,-0.10%
2021-10-11,54683.09,57833.23,54411.54,57487.44,13422.42081815,1.628,1.622,1.628,1.622,0.98%,80.52,79.59,82.18,79.55,653.76K,1.47%,"4,361.19","4,385.44","4,415.88","4,360.59",-,-0.69%,"1,755.70","1,757.40","1,761.10","1,749.90",114.77K,-0.10%
2021-10-12,57485.97,57674.55,53873.78,56005.1,15457.00896085,1.572,1.629,1.631,1.565,-3.44%,80.64,80.5,81.62,79.47,598.18K,0.15%,"4,350.64","4,368.31","4,374.89","4,342.09",-,-0.24%,"1,759.30","1,753.60","1,770.00","1,750.50",168.11K,0.21%
2021-10-13,56005.1,57771.33,54236.09,57367.32,14691.01338574,1.542,1.572,1.602,1.526,-1.88%,80.44,80.58,81.04,79.42,487.22K,-0.25%,"4,363.80","4,358.01","4,372.87","4,329.92",-,0.30%,"1,794.70","1,760.40","1,797.40","1,757.90",299.04K,2.01%
2021-10-14,57367.32,58520.71,56832.32,57359.51,12198.02457938,1.516,1.547,1.566,1.507,-1.69%,81.31,80.59,81.68,80.38,399.81K,1.08%,"4,438.23","4,386.75","4,439.73","4,386.75",-,1.71%,"1,797.90","1,793.60","1,801.90","1,787.60",164.65K,0.18%
2021-10-15,57359.51,62910.0,56867.11,61695.39,27105.19764492,1.574,1.519,1.579,1.518,3.81%,82.28,81.48,82.66,81.39,277.95K,1.19%,"4,471.37","4,447.69","4,475.82","4,447.69",-,0.75%,"1,768.30","1,797.30","1,797.70","1,765.10",202.63K,-1.65%
2021-10-18,61530.07,62675.19,59887.74,62042.41,19798.1489024,1.591,1.589,1.627,1.576,0.12%,82.44,82.6,83.87,81.84,134.10K,0.19%,"4,486.48","4,463.72","4,488.75","4,447.47",-,0.34%,"1,765.70","1,767.50","1,772.50","1,760.30",152.74K,-0.15%
2021-10-19,62042.4,64500.0,61333.0,64303.14,17380.30486176,1.641,1.591,1.646,1.566,3.10%,82.96,82.37,83.74,81.8,82.61K,0.63%,"4,519.63","4,497.34","4,520.40","4,496.41",-,0.74%,"1,770.50","1,764.80","1,786.00","1,763.40",166.97K,0.27%
2021-10-20,64303.14,66999.0,63525.0,66026.54,19194.45410878,1.66,1.658,1.673,1.62,1.19%,83.87,83.34,84.25,81.3,25.72K,1.10%,"4,536.19","4,524.42","4,540.87","4,524.40",-,0.37%,"1,784.90","1,769.40","1,789.60","1,767.10",174.08K,0.81%
2021-10-21,66021.26,66650.85,62050.0,62204.02,23474.39133313,1.696,1.665,1.705,1.638,2.14%,82.5,83.58,83.96,80.79,567.50K,-1.63%,"4,549.78","4,532.24","4,551.44","4,526.89",-,0.30%,"1,781.90","1,782.50","1,790.30","1,776.80",138.73K,-0.17%
2021-10-22,62204.01,63750.0,60000.0,60687.64,17217.70765017,1.638,1.692,1.699,1.634,-3.43%,83.76,82.61,84.22,81.76,465.36K,1.53%,"4,544.90","4,546.12","4,559.67","4,524.00",-,-0.11%,"1,796.30","1,783.70","1,815.50","1,783.40",312.81K,0.81%
2021-10-25,60847.91,63726.58,60653.5,63083.54,10496.58058683,1.633,1.648,1.673,1.62,-0.96%,83.76,83.98,85.41,83.39,568.73K,0.00%,"4,566.48","4,553.69","4,572.62","4,537.36",-,0.47%,"1,806.80","1,794.20","1,811.50","1,793.00",153.59K,0.58%
2021-10-26,63081.96,63290.49,59837.07,60337.62,12181.48144997,1.61,1.636,1.654,1.609,-1.40%,84.65,83.72,84.88,82.97,467.72K,1.06%,"4,574.79","4,578.69","4,598.53","4,569.17",-,0.18%,"1,793.40","1,808.70","1,809.80","1,783.00",197.93K,-0.74%
